stem,run_id,coating_gap,position,frame_number,split
image_1753,R1,800,top-to-bottom-center,288,val
image_1754,R1,1100,top-to-bottom-center,386,train
image_1755,R1,800,top-to-bottom-center,526,val
image_1756,R1,1100,top-to-bottom-center,179,train
image_1757,R1,900,top-to-bottom-center,194,train
image_1758,R1,700,top-to-bottom-center,312,train
image_1759,R7,700,middle,122,test_out
image_1760,R1,600,top-to-bottom-center,459,train
image_1761,R1,800,top-to-bottom-center,358,train
image_1762,R1,900,top-to-bottom-center,444,train
image_1763,R1,800,top-to-bottom-center,513,test_in
image_1764,R1,1100,top-to-bottom-center-1,205,val
image_1765,R1,800,top-to-bottom-center,413,train
image_1766,R7,700,middle,212,test_out
image_1767,R1,1100,top-to-bottom-center,167,val
image_1768,R1,900,top-to-bottom-center,444,train
image_1769,R1,1100,top-to-bottom-center,262,train
image_1770,R1,1100,top-to-bottom-center,223,train
image_1771,R1,1100,top-to-bottom-center,132,train
image_1772,R1,1000,top-to-bottom-center,338,train
image_1773,R1,800,top-to-bottom-center,412,train
image_1774,R7,700,middle,581,test_out
image_1775,R1,1100,top-to-bottom-center,144,test_in
image_1776,R1,1000,top-to-bottom-center,595,test_in
image_1777,R1,1000,top-to-bottom-center,134,train
image_1778,R1,600,top-to-bottom-center,408,train
image_1779,R1,700,top-to-bottom-center,648,train
image_1780,R1,700,top-to-bottom-center,312,train
image_1781,R1,1100,top-to-bottom-center-1,205,val
image_1782,R1,1100,top-to-bottom-center-1,45,val
image_1783,R1,900,top-to-bottom-center,251,train
image_1784,R1,600,top-to-bottom-center,594,train
image_1785,R1,1100,top-to-bottom-center,128,train
image_1786,R1,600,top-to-bottom-center,567,train
image_1787,R1,1100,top-to-bottom-center,245,train
image_1788,R1,1100,top-to-bottom-center,220,train
image_1789,R1,800,top-to-bottom-center,638,val
image_1790,R1,600,top-to-bottom-center,63,val
image_1791,R1,600,top-to-bottom-center,569,val
image_1792,R7,700,middle,221,test_out
image_1793,R1,700,top-to-bottom-center,426,train
image_1794,R1,800,top-to-bottom-center,561,train
image_1795,R1,700,top-to-bottom-center,347,val
image_1796,R1,1100,top-to-bottom-center,144,test_in
image_1797,R1,800,top-to-bottom-center,501,train
image_1798,R1,1000,top-to-bottom-center,585,train
image_1799,R1,700,top-to-bottom-center,452,train
image_1800,R1,1100,top-to-bottom-center,356,train
image_1801,R1,1100,top-to-bottom-center,83,train
image_1802,R1,1100,top-to-bottom-center,175,val
image_1803,R1,800,top-to-bottom-center,501,train
image_1804,R1,1100,top-to-bottom-center,277,train
image_1805,R1,700,top-to-bottom-center,263,val
image_1806,R1,1100,top-to-bottom-center-1,488,train
image_1807,R1,800,top-to-bottom-center,651,train
image_1808,R1,1100,top-to-bottom-center,361,train
image_1809,R1,1100,top-to-bottom-center,145,train
image_1810,R1,1100,top-to-bottom-center,52,train
image_1811,R1,1100,top-to-bottom-center-1,262,train
image_1812,R1,800,top-to-bottom-center,358,train
image_1813,R1,700,top-to-bottom-center,587,val
image_1814,R1,1000,top-to-bottom-center,260,train
image_1815,R1,1000,top-to-bottom-center,569,val
image_1816,R1,800,top-to-bottom-center,408,train
image_1817,R1,900,top-to-bottom-center,290,val
image_1818,R1,800,top-to-bottom-center,623,train
image_1819,R1,900,top-to-bottom-center,564,train
image_1820,R1,700,top-to-bottom-center,618,train
image_1821,R1,1100,top-to-bottom-center-1,169,train
image_1822,R1,1000,top-to-bottom-center,487,train
image_1823,R1,800,top-to-bottom-center,63,train
image_1824,R1,1100,top-to-bottom-center,281,train
image_1825,R7,700,middle,212,test_out
image_1826,R1,1100,top-to-bottom-center,370,train
image_1827,R1,700,top-to-bottom-center,51,val
image_1828,R1,900,top-to-bottom-center,263,train
image_1829,R1,900,top-to-bottom-center,288,train
image_1830,R1,1000,top-to-bottom-center,585,train
image_1831,R1,1100,top-to-bottom-center,205,val
image_1832,R7,700,middle,251,test_out
image_1833,R1,900,top-to-bottom-center,251,train
image_1834,R7,700,middle,553,test_out
image_1835,R1,800,top-to-bottom-center,492,train
image_1836,R1,700,top-to-bottom-center,347,val
image_1837,R1,900,top-to-bottom-center,512,train
image_1838,R1,600,top-to-bottom-center,569,val
image_1839,R1,900,top-to-bottom-center,166,train
image_1840,R1,600,top-to-bottom-center,51,train
image_1841,R1,800,top-to-bottom-center,638,val
image_1842,R1,600,top-to-bottom-center,412,val
image_1843,R1,1100,top-to-bottom-center-1,289,train
image_1844,R1,1100,top-to-bottom-center-1,267,train
image_1845,R1,1100,top-to-bottom-center,253,train
image_1846,R1,800,top-to-bottom-center,526,val
image_1847,R1,800,top-to-bottom-center,117,val
image_1848,R1,1100,top-to-bottom-center,281,train
image_1849,R1,700,top-to-bottom-center,673,train
image_1850,R1,600,top-to-bottom-center,58,val
image_1851,R1,600,top-to-bottom-center,555,test_in
image_1852,R1,900,top-to-bottom-center,221,train
image_1853,R1,1100,top-to-bottom-center,220,train
image_1854,R1,900,top-to-bottom-center,565,train
image_1855,R1,900,top-to-bottom-center,557,val
image_1856,R1,1100,top-to-bottom-center-1,397,train
image_1857,R1,600,top-to-bottom-center,87,train
image_1858,R1,1100,top-to-bottom-center-1,250,train
image_1859,R1,1100,top-to-bottom-center-1,225,val
image_1860,R1,1100,top-to-bottom-center,342,train
image_1861,R1,600,top-to-bottom-center,271,val
image_1862,R1,1100,top-to-bottom-center-1,502,train
image_1863,R1,900,top-to-bottom-center,557,val
image_1864,R1,900,top-to-bottom-center,275,train
image_1865,R1,700,top-to-bottom-center,387,train
image_1866,R1,600,top-to-bottom-center,569,val
image_1867,R1,700,top-to-bottom-center,242,train
image_1868,R1,1000,top-to-bottom-center,384,train
image_1869,R1,900,top-to-bottom-center,557,val
image_1870,R1,700,top-to-bottom-center,329,train
image_1871,R1,1100,top-to-bottom-center,193,train
image_1872,R1,900,top-to-bottom-center,376,val
image_1873,R1,1000,top-to-bottom-center,256,train
image_1874,R1,600,top-to-bottom-center,314,train
image_1875,R1,700,top-to-bottom-center,321,train
image_1876,R1,1100,top-to-bottom-center-1,397,train
image_1877,R1,800,top-to-bottom-center,627,val
image_1878,R1,1100,top-to-bottom-center-1,342,train
image_1879,R1,900,top-to-bottom-center,303,test_in
image_1880,R1,800,top-to-bottom-center,641,train
image_1881,R7,700,middle,221,test_out
image_1882,R1,700,top-to-bottom-center,41,train
image_1883,R1,600,top-to-bottom-center,591,train
image_1884,R1,1100,top-to-bottom-center-1,338,train
image_1885,R1,1100,top-to-bottom-center-1,387,train
image_1886,R1,800,top-to-bottom-center,608,train
image_1887,R1,700,top-to-bottom-center,306,train
image_1888,R1,800,top-to-bottom-center,253,train
image_1889,R1,1100,top-to-bottom-center,193,train
image_1890,R1,1100,top-to-bottom-center,384,val
image_1891,R1,1000,top-to-bottom-center,433,train
image_1892,R1,700,top-to-bottom-center,289,train
image_1893,R1,1100,top-to-bottom-center-1,161,train
image_1894,R1,900,top-to-bottom-center,179,val
image_1895,R1,1100,top-to-bottom-center-1,329,train
image_1896,R1,1000,top-to-bottom-center,585,train
image_1897,R1,600,top-to-bottom-center,459,train
image_1898,R1,1100,top-to-bottom-center-1,488,train
image_1899,R1,800,top-to-bottom-center,252,train
image_1900,R1,700,top-to-bottom-center,597,train
image_1901,R1,1100,top-to-bottom-center,183,val
image_1902,R1,1000,top-to-bottom-center,550,train
image_1903,R1,600,top-to-bottom-center,387,test_in
image_1904,R1,600,top-to-bottom-center,61,train
image_1905,R1,700,top-to-bottom-center,572,val
image_1906,R1,700,top-to-bottom-center,312,train
image_1907,R1,700,top-to-bottom-center,621,train
image_1908,R1,900,top-to-bottom-center,290,val
image_1909,R1,900,top-to-bottom-center,405,train
image_1910,R1,600,top-to-bottom-center,408,train
image_1911,R1,1100,top-to-bottom-center,161,val
image_1912,R1,1100,top-to-bottom-center-1,267,train
image_1913,R1,1100,top-to-bottom-center,262,train
image_1914,R1,1000,top-to-bottom-center,122,train
image_1915,R1,800,top-to-bottom-center,130,train
image_1916,R1,1100,top-to-bottom-center-1,241,train
image_1917,R1,800,top-to-bottom-center,255,train
image_1918,R1,1000,top-to-bottom-center,458,train
image_1919,R7,700,middle,120,test_out
image_1920,R1,1100,top-to-bottom-center-1,402,train
image_1921,R1,800,top-to-bottom-center,412,train
image_1922,R1,1100,top-to-bottom-center,386,train
image_1923,R1,700,top-to-bottom-center,673,train
image_1924,R1,800,top-to-bottom-center,631,train
image_1925,R1,1000,top-to-bottom-center,551,val
image_1926,R7,700,middle,100,test_out
image_1927,R1,900,top-to-bottom-center,405,train
image_1928,R1,800,top-to-bottom-center,412,train
image_1929,R1,1000,top-to-bottom-center,156,train
image_1930,R1,800,top-to-bottom-center,540,train
image_1931,R1,800,top-to-bottom-center,631,train
image_1932,R1,1100,top-to-bottom-center-1,447,train
image_1933,R1,1100,top-to-bottom-center,384,val
image_1934,R1,900,top-to-bottom-center,557,val
image_1935,R1,1100,top-to-bottom-center,287,train
image_1936,R1,900,top-to-bottom-center,263,train
image_1937,R1,1100,top-to-bottom-center,145,train
image_1938,R1,1100,top-to-bottom-center,345,train
image_1939,R1,600,top-to-bottom-center,356,train
image_1940,R1,600,top-to-bottom-center,79,train
image_1941,R1,1000,top-to-bottom-center,222,val
image_1942,R1,700,top-to-bottom-center,556,train
image_1943,R1,700,top-to-bottom-center,505,train
image_1944,R7,700,middle,97,test_out
image_1945,R1,600,top-to-bottom-center,432,train
image_1946,R7,700,middle,208,test_out
image_1947,R1,600,top-to-bottom-center,311,train
image_1948,R1,1100,top-to-bottom-center-1,468,val
image_1949,R1,1100,top-to-bottom-center,124,train
image_1950,R1,600,top-to-bottom-center,0,train
image_1951,R1,900,top-to-bottom-center,604,train
image_1952,R7,700,middle,120,test_out
image_1953,R7,700,middle,212,test_out
image_1954,R1,1100,top-to-bottom-center,372,train
image_1955,R1,800,top-to-bottom-center,358,train
image_1956,R1,900,top-to-bottom-center,210,train
image_1957,R1,1100,top-to-bottom-center-1,502,train
image_1958,R1,1100,top-to-bottom-center,52,train
image_1959,R7,700,middle,253,test_out
image_1960,R1,1000,top-to-bottom-center,170,train
image_1961,R1,800,top-to-bottom-center,108,train
image_1962,R1,900,top-to-bottom-center,194,train
image_1963,R1,1100,top-to-bottom-center,191,val
image_1964,R7,700,middle,97,test_out
image_1965,R1,1100,top-to-bottom-center-1,220,train
image_1966,R1,800,top-to-bottom-center,573,test_in
image_1967,R1,1100,top-to-bottom-center,144,test_in
image_1968,R1,600,top-to-bottom-center,372,train
image_1969,R1,1000,top-to-bottom-center,551,val
image_1970,R1,800,top-to-bottom-center,316,train
image_1971,R1,1100,top-to-bottom-center,128,train
image_1972,R1,1100,top-to-bottom-center,145,train
image_1973,R1,1100,top-to-bottom-center,179,train
image_1974,R1,1100,top-to-bottom-center,43,train
image_1975,R1,1000,top-to-bottom-center,570,train
image_1976,R7,700,middle,122,test_out
image_1977,R1,1000,top-to-bottom-center,395,train
image_1978,R1,1000,top-to-bottom-center,585,train
image_1979,R1,800,top-to-bottom-center,492,train
image_1980,R1,1000,top-to-bottom-center,551,val
image_1981,R1,1000,top-to-bottom-center,550,train
image_1982,R7,700,middle,1,test_out
image_1983,R1,1000,top-to-bottom-center,260,train
image_1984,R1,700,top-to-bottom-center,321,train
image_1985,R1,600,top-to-bottom-center,418,train
image_1986,R1,700,top-to-bottom-center,673,train
image_1987,R1,700,top-to-bottom-center,505,train
image_1988,R1,1100,top-to-bottom-center,128,train
image_1989,R1,800,top-to-bottom-center,479,train
image_1990,R1,800,top-to-bottom-center,339,train
image_1991,R1,1100,top-to-bottom-center-1,284,test_in
image_1992,R1,1000,top-to-bottom-center,256,train
image_1993,R1,900,top-to-bottom-center,332,train
image_1994,R1,1100,top-to-bottom-center,361,train
image_1995,R1,800,top-to-bottom-center,172,val
image_1996,R1,1100,top-to-bottom-center,77,train
image_1997,R1,1000,top-to-bottom-center,170,train
image_1998,R1,1100,top-to-bottom-center,262,train
image_1999,R1,900,top-to-bottom-center,251,train
image_2000,R1,700,top-to-bottom-center,289,train
image_2001,R1,700,top-to-bottom-center,387,train
image_2002,R1,700,top-to-bottom-center,587,val
image_2003,R1,700,top-to-bottom-center,387,train
image_2004,R1,900,top-to-bottom-center,604,train
image_2005,R1,900,top-to-bottom-center,493,train
image_2006,R1,600,top-to-bottom-center,376,train
image_2007,R1,700,top-to-bottom-center,334,train
image_2008,R1,1100,top-to-bottom-center-1,174,train
image_2009,R1,700,top-to-bottom-center,572,val
image_2010,R1,700,top-to-bottom-center,618,train
image_2011,R1,1000,top-to-bottom-center,287,train
image_2012,R1,1000,top-to-bottom-center,595,test_in
image_2013,R1,700,top-to-bottom-center,648,train
image_2014,R1,600,top-to-bottom-center,611,val
image_2015,R1,800,top-to-bottom-center,339,train
image_2016,R1,1100,top-to-bottom-center-1,387,train
image_2017,R1,900,top-to-bottom-center,275,train
image_2018,R1,1000,top-to-bottom-center,551,val
image_2019,R1,1100,top-to-bottom-center,77,train
image_2020,R1,700,top-to-bottom-center,618,train
image_2021,R1,1000,top-to-bottom-center,134,train
image_2022,R1,600,top-to-bottom-center,314,train
image_2023,R7,700,middle,558,test_out
image_2024,R1,900,top-to-bottom-center,290,val
image_2025,R1,1100,top-to-bottom-center,281,train
image_2026,R1,900,top-to-bottom-center,347,train
image_2027,R1,600,top-to-bottom-center,586,train
image_2028,R1,1100,top-to-bottom-center-1,220,train
image_2029,R1,1100,top-to-bottom-center-1,502,train
image_2030,R1,600,top-to-bottom-center,457,train
image_2031,R1,900,top-to-bottom-center,316,val
image_2032,R1,1000,top-to-bottom-center,585,train
image_2033,R1,900,top-to-bottom-center,288,train
image_2034,R1,600,top-to-bottom-center,486,test_in
image_2035,R1,1100,top-to-bottom-center-1,481,train
image_2036,R1,1100,top-to-bottom-center,161,val
image_2037,R1,1000,top-to-bottom-center,434,val
image_2038,R1,1100,top-to-bottom-center-1,470,train
image_2039,R1,1100,top-to-bottom-center,277,train
image_2040,R1,1000,top-to-bottom-center,550,train
image_2041,R1,1100,top-to-bottom-center,232,test_in
image_2042,R1,900,top-to-bottom-center,593,train
image_2043,R1,800,top-to-bottom-center,318,train
image_2044,R1,1100,top-to-bottom-center,370,train
image_2045,R1,1100,top-to-bottom-center,167,val
image_2046,R7,700,middle,500,test_out
image_2047,R1,1100,top-to-bottom-center,327,train
image_2048,R1,1000,top-to-bottom-center,222,val
image_2049,R1,1100,top-to-bottom-center,308,test_in
image_2050,R1,900,top-to-bottom-center,194,train
image_2051,R1,1100,top-to-bottom-center,177,train
image_2052,R1,800,top-to-bottom-center,651,train
image_2053,R1,900,top-to-bottom-center,376,val
image_2054,R1,700,top-to-bottom-center,289,train
image_2055,R1,1100,top-to-bottom-center,167,val
image_2056,R1,1100,top-to-bottom-center,370,train
image_2057,R1,1100,top-to-bottom-center-1,241,train
image_2058,R1,800,top-to-bottom-center,501,train
image_2059,R1,1100,top-to-bottom-center,124,train
image_2060,R1,900,top-to-bottom-center,303,test_in
image_2061,R1,900,top-to-bottom-center,10,train
image_2062,R1,1100,top-to-bottom-center,287,train
image_2063,R1,800,top-to-bottom-center,339,train
image_2064,R1,600,top-to-bottom-center,569,val
image_2065,R1,1100,top-to-bottom-center-1,402,train
image_2066,R1,700,top-to-bottom-center,198,train
image_2067,R1,600,top-to-bottom-center,407,train
image_2068,R1,1000,top-to-bottom-center,209,train
image_2069,R1,1000,top-to-bottom-center,222,val
image_2070,R1,600,top-to-bottom-center,51,train
image_2071,R1,600,top-to-bottom-center,387,test_in
image_2072,R7,700,middle,97,test_out
image_2073,R1,800,top-to-bottom-center,253,train
image_2074,R1,1000,top-to-bottom-center,338,train
image_2075,R1,600,top-to-bottom-center,459,train
image_2076,R1,1100,top-to-bottom-center-1,262,train
image_2077,R1,1000,top-to-bottom-center,134,train
image_2078,R1,1100,top-to-bottom-center-1,235,test_in
image_2079,R1,1000,top-to-bottom-center,384,train
image_2080,R1,1100,top-to-bottom-center,85,train
image_2081,R1,700,top-to-bottom-center,347,val
image_2082,R1,800,top-to-bottom-center,339,train
image_2083,R1,900,top-to-bottom-center,362,train
image_2084,R1,1100,top-to-bottom-center,287,train
image_2085,R1,600,top-to-bottom-center,525,train
image_2086,R1,700,top-to-bottom-center,373,test_in
image_2087,R1,1100,top-to-bottom-center,220,train
image_2088,R1,1100,top-to-bottom-center,356,train
image_2089,R1,700,top-to-bottom-center,242,train
image_2090,R1,600,top-to-bottom-center,140,train
image_2091,R1,900,top-to-bottom-center,207,val
image_2092,R1,900,top-to-bottom-center,303,test_in
image_2093,R1,1000,top-to-bottom-center,67,test_in
image_2094,R1,1100,top-to-bottom-center-1,402,train
image_2095,R1,1100,top-to-bottom-center-1,250,train
image_2096,R1,1100,top-to-bottom-center,144,test_in
image_2097,R1,1100,top-to-bottom-center,83,train
image_2098,R1,900,top-to-bottom-center,210,train
image_2099,R1,900,top-to-bottom-center,126,train
image_2100,R1,600,top-to-bottom-center,199,train
image_2101,R1,900,top-to-bottom-center,347,train
image_2102,R7,700,middle,558,test_out
image_2103,R1,1000,top-to-bottom-center,170,train
image_2104,R1,1100,top-to-bottom-center-1,225,val
image_2105,R1,900,top-to-bottom-center,347,train
image_2106,R1,800,top-to-bottom-center,413,train
image_2107,R1,1100,top-to-bottom-center-1,289,train
image_2108,R1,1100,top-to-bottom-center-1,289,train
image_2109,R1,1000,top-to-bottom-center,570,train
image_2110,R1,700,top-to-bottom-center,426,train
image_2111,R1,1000,top-to-bottom-center,585,train
image_2112,R1,1100,top-to-bottom-center-1,161,train
image_2113,R1,700,top-to-bottom-center,587,val
image_2114,R1,600,top-to-bottom-center,403,train
image_2115,R1,800,top-to-bottom-center,561,train
image_2116,R1,700,top-to-bottom-center,426,train
image_2117,R1,1100,top-to-bottom-center,345,train
image_2118,R7,700,middle,553,test_out
image_2119,R1,900,top-to-bottom-center,37,val
image_2120,R1,800,top-to-bottom-center,408,train
image_2121,R1,1000,top-to-bottom-center,461,train
image_2122,R1,1100,top-to-bottom-center,132,train
image_2123,R1,700,top-to-bottom-center,217,train
image_2124,R1,600,top-to-bottom-center,70,train
image_2125,R1,700,top-to-bottom-center,373,test_in
image_2126,R1,1100,top-to-bottom-center-1,280,val
image_2127,R1,1100,top-to-bottom-center,232,test_in
image_2128,R1,1100,top-to-bottom-center-1,205,val
image_2129,R7,700,middle,208,test_out
image_2130,R1,800,top-to-bottom-center,63,train
image_2131,R1,1100,top-to-bottom-center-1,190,val
image_2132,R1,1100,top-to-bottom-center,302,val
image_2133,R1,1100,top-to-bottom-center,286,train
image_2134,R1,1000,top-to-bottom-center,8,val
image_2135,R1,700,top-to-bottom-center,590,train
image_2136,R1,600,top-to-bottom-center,36,train
image_2137,R7,700,middle,581,test_out
image_2138,R1,800,top-to-bottom-center,627,val
image_2139,R1,600,top-to-bottom-center,199,train
image_2140,R1,800,top-to-bottom-center,304,test_in
image_2141,R1,1100,top-to-bottom-center,239,train
image_2142,R1,800,top-to-bottom-center,63,train
image_2143,R1,600,top-to-bottom-center,237,train
image_2144,R1,700,top-to-bottom-center,648,train
image_2145,R1,700,top-to-bottom-center,621,train
image_2146,R7,700,middle,120,test_out
image_2147,R1,1000,top-to-bottom-center,595,test_in
image_2148,R1,1100,top-to-bottom-center-1,267,train
image_2149,R1,800,top-to-bottom-center,46,val
image_2150,R1,800,top-to-bottom-center,253,train
image_2151,R1,700,top-to-bottom-center,127,train
image_2152,R1,1100,top-to-bottom-center-1,447,train
image_2153,R1,1100,top-to-bottom-center,372,train
image_2154,R1,900,top-to-bottom-center,405,train
image_2155,R1,1000,top-to-bottom-center,209,train
image_2156,R1,600,top-to-bottom-center,526,train
image_2157,R7,700,middle,1,test_out
image_2158,R1,800,top-to-bottom-center,479,train
image_2159,R1,600,top-to-bottom-center,394,train
image_2160,R1,800,top-to-bottom-center,413,train
image_2161,R1,1100,top-to-bottom-center,245,train
image_2162,R1,600,top-to-bottom-center,0,train
image_2163,R1,1100,top-to-bottom-center,356,train
image_2164,R1,1100,top-to-bottom-center-1,372,train
image_2165,R1,1100,top-to-bottom-center,86,val
image_2166,R1,700,top-to-bottom-center,570,train
image_2167,R1,700,top-to-bottom-center,182,val
image_2168,R1,800,top-to-bottom-center,288,val
image_2169,R1,1000,top-to-bottom-center,180,train
image_2170,R7,700,middle,566,test_out
image_2171,R1,1000,top-to-bottom-center,585,train
image_2172,R1,900,top-to-bottom-center,33,test_in
image_2173,R1,1000,top-to-bottom-center,461,train
image_2174,R1,800,top-to-bottom-center,499,train
image_2175,R1,1100,top-to-bottom-center-1,338,train
image_2176,R7,700,middle,500,test_out
image_2177,R1,800,top-to-bottom-center,499,train
image_2178,R1,600,top-to-bottom-center,567,train
image_2179,R1,1100,top-to-bottom-center-1,502,train
image_2180,R1,700,top-to-bottom-center,648,train
image_2181,R1,900,top-to-bottom-center,512,train
image_2182,R1,1100,top-to-bottom-center-1,169,train
image_2183,R1,800,top-to-bottom-center,638,val
image_2184,R1,700,top-to-bottom-center,334,train
image_2185,R1,600,top-to-bottom-center,75,train
image_2186,R1,700,top-to-bottom-center,590,train
image_2187,R1,800,top-to-bottom-center,413,train
image_2188,R1,700,top-to-bottom-center,572,val
image_2189,R1,1100,top-to-bottom-center-1,161,train
image_2190,R7,700,middle,512,test_out
image_2191,R1,1100,top-to-bottom-center-1,521,train
image_2192,R1,800,top-to-bottom-center,554,val
image_2193,R1,1100,top-to-bottom-center,183,val
image_2194,R1,900,top-to-bottom-center,444,train
image_2195,R1,600,top-to-bottom-center,596,train
image_2196,R1,800,top-to-bottom-center,526,val
image_2197,R1,600,top-to-bottom-center,457,train
image_2198,R1,900,top-to-bottom-center,493,train
image_2199,R1,1100,top-to-bottom-center,218,train
image_2200,R1,1000,top-to-bottom-center,134,train
image_2201,R1,600,top-to-bottom-center,79,train
image_2202,R1,1100,top-to-bottom-center,183,val
image_2203,R1,1000,top-to-bottom-center,99,train
image_2204,R1,700,top-to-bottom-center,426,train
image_2205,R1,1100,top-to-bottom-center,386,train
image_2206,R1,900,top-to-bottom-center,418,train
image_2207,R1,1100,top-to-bottom-center,205,val
image_2208,R1,600,top-to-bottom-center,61,train
image_2209,R1,1000,top-to-bottom-center,384,train
image_2210,R1,600,top-to-bottom-center,586,train
image_2211,R1,600,top-to-bottom-center,596,train
image_2212,R1,900,top-to-bottom-center,207,val
image_2213,R1,800,top-to-bottom-center,454,train
image_2214,R1,1000,top-to-bottom-center,173,train
image_2215,R1,700,top-to-bottom-center,621,train
image_2216,R1,900,top-to-bottom-center,392,train
image_2217,R1,1000,top-to-bottom-center,245,train
image_2218,R1,1100,top-to-bottom-center,239,train
image_2219,R1,700,top-to-bottom-center,270,train
image_2220,R1,700,top-to-bottom-center,347,val
image_2221,R1,700,top-to-bottom-center,556,train
image_2222,R1,800,top-to-bottom-center,98,train
image_2223,R1,900,top-to-bottom-center,434,train
image_2224,R1,900,top-to-bottom-center,251,train
image_2225,R1,1100,top-to-bottom-center,218,train
image_2226,R1,900,top-to-bottom-center,493,train
image_2227,R1,800,top-to-bottom-center,473,val
